Job Title,Job URL
Business / Data Analyst (MUREX),https://www.efinancialcareers.com/jobs-Hong_Kong-Hong_Kong-Business__Data_Analyst_MUREX.id23948294
Optimization Data Analyst,https://www.efinancialcareers.com/jobs-Singapore-Singapore-Optimization_Data_Analyst.id23985354
Researcher Data Analyst,https://www.efinancialcareers.com/jobs-Poland-Gda%C5%84sk-Researcher_Data_Analyst.id23991403
Data Analyst Alternance,https://www.efinancialcareers.com/jobs-France-Paris-Data_Analyst_Alternance.id23981299
Data Analyst,https://www.efinancialcareers.com/jobs-India-Mumbai-Data_Analyst.id23985377
Reference Data Analyst - Vietnamese Language Requirement (FTC),https://www.efinancialcareers.com/jobs-Ireland-Dublin-Reference_Data_Analyst_-_Vietnamese_Language_Requirement_FTC.id23751733
Data Analyst,https://www.efinancialcareers.com/jobs-Israel-Tel_Aviv_Yaffo-Data_Analyst.id23981997
AI Data Analyst Intern,https://www.efinancialcareers.com/jobs-Singapore-Singapore-AI_Data_Analyst_Intern.id23684939
Business Data Analyst,https://www.efinancialcareers.com/jobs-Israel-Tel_Aviv_Yaffo-Business_Data_Analyst.id23980751
Data Analyst,https://www.efinancialcareers.com/jobs-Singapore-Singapore-Data_Analyst.id23915396
Lead Data Analyst - Operations,https://www.efinancialcareers.com/jobs-United_Kingdom-London-Lead_Data_Analyst_-_Operations.id23969601
Senior Reporting and Data Analyst - 11 month FTC,https://www.efinancialcareers.com/jobs-United_Kingdom-Southampton-Senior_Reporting_and_Data_Analyst_-_11_month_FTC.id23975499
Reference Data Analyst - Vietnamese Language Requirement (FTC),https://www.efinancialcareers.com/jobs-Australia-Southbank-Reference_Data_Analyst_-_Vietnamese_Language_Requirement_FTC.id23747807
Senior People Data Analyst,https://www.efinancialcareers.com/jobs-Netherlands-Amsterdam-Senior_People_Data_Analyst.id23984735
Business & Data Analyst - B2B2C,https://www.efinancialcareers.com/jobs-Germany-Mitte-Business__Data_Analyst_-_B2B2C.id23983489
Senior Reporting and Data Analyst,https://www.efinancialcareers.com/jobs-United_Kingdom-Southampton-Senior_Reporting_and_Data_Analyst.id23975397
Reference Data Analyst - Vietnamese Language Requirement (FTC),https://www.efinancialcareers.com/jobs-Ireland-Dublin-Reference_Data_Analyst_-_Vietnamese_Language_Requirement_FTC.id23806383
Client Services Data Analyst 80-100%,https://www.efinancialcareers.com/jobs-Switzerland-Pf%C3%A4ffikon-Client_Services_Data_Analyst_80-100.id23971976
Business Data Analyst,https://www.efinancialcareers.com/jobs-Singapore-Singapore-Business_Data_Analyst.id23973064
Data Analyst,https://www.efinancialcareers.com/jobs-Australia-Adelaide-Data_Analyst.id23972610
Data Analyst - Finance,https://www.efinancialcareers.com/jobs-United_Kingdom-London-Data_Analyst_-_Finance.id23877930
Lead Data Analyst - Growth & Strategic Finance,https://www.efinancialcareers.com/jobs-United_Kingdom-London-Lead_Data_Analyst_-_Growth__Strategic_Finance.id23969692
